srcAddress,srcPort,destAddress,destPort,requestMethod,host,param,label
172.16.0.1,44392,192.168.10.50,80,GET,205.174.165.68,,0
192.168.10.15,50506,23.15.4.16,80,GET,combine.nflcdn.com,3.10.3&b=yui3%2F3.10.3%2Fbuild&ss=any&f=event-custom-complex.js,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,50499,23.15.4.16,80,GET,combine.nflcdn.com,3.10.3&b=yui3%2F3.10.3%2Fbuild&ss=any&f=widget-base/assets/skins/sam/widget-base.css,0
192.168.10.15,50503,23.15.4.16,80,GET,combine.nflcdn.com,7.5hotfix%2F7.5.18&b=yui3%2Fstatic%2F7.5%2Fscripts%2Fmodules&ss=anyraw&f=ads-v3/assets/skins/sam/ads-v3.css,0
192.168.10.15,50504,23.15.4.16,80,GET,combine.nflcdn.com,10ea611f&b=yui3%2Fvideo%2Flatest%2Fjs&f=nfl-layout/nfl-layout.js,0
192.168.10.15,50498,23.15.4.16,80,GET,combine.nflcdn.com,"7.5hotfix%2F7.5.18&b=yui3%2Fstatic%2F7.5%2Fscripts%2Fmodules&ss=anyraw&f=ads-v3.js,browser-panels.js",0
192.168.10.15,50505,23.15.4.16,80,GET,combine.nflcdn.com,"3.10.3&b=yui3%2F3.10.3%2Fbuild&ss=any&f=attribute-core.js,attribute-observable.js,attribute-extras.js,attribute-base.js,base-core.js,base-observable.js,base-base.js,base-build.js,pluginhost-base.js,pluginhost-config.js,base-pluginhost.js,dom-core.js,dom-base.js,selector-native.js,selector.js,node-core.js,node-base.js,event-delegate.js,node-event-delegate.js,node-pluginhost.js,color-base.js,dom-style.js,dom-screen.js,node-screen.js,node-style.js,array-extras.js,event-synthetic.js,event-mousewheel.js,event-mouseenter.js,event-key.js,event-focus.js,event-resize.js,event-hover.js,event-outside.js,event-touch.js,event-move.js,event-flick.js,event-valuechange.js,event-tap.js,cookie.js,attribute-complex.js,classnamemanager.js,widget-base.js,json-parse.js,querystring-parse.js,querystring-stringify.js,substitute.js",0
192.168.10.15,50515,172.217.10.226,80,GET,www.googletagservices.com,,0
192.168.10.15,50516,172.217.10.226,80,GET,www.googletagservices.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,50520,172.217.3.102,80,GET,fls.doubleclick.net,,0
192.168.10.15,50521,172.217.3.102,80,GET,fls.doubleclick.net,,0
192.168.10.15,50525,172.217.3.102,80,GET,3610217.fls.doubleclick.net,,0
192.168.10.15,50526,172.217.3.102,80,GET,4979196.fls.doubleclick.net,,0
192.168.10.15,50528,172.217.3.102,80,GET,4933309.fls.doubleclick.net,,0
192.168.10.15,50530,172.217.3.102,80,GET,5670225.fls.doubleclick.net,,0
192.168.10.15,50531,172.217.3.102,80,GET,3738527.fls.doubleclick.net,,0
192.168.10.15,50535,72.247.71.166,80,GET,pixel.mathtag.com,mt_id=792915&mt_adid=109364&v1=&v2=&v3=&s1=&s2=&s3=,0
192.168.10.15,50517,23.194.141.58,80,GET,assets.adobedtm.com,,0
192.168.10.15,50518,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,50519,23.23.214.121,80,GET,n.pswec.com,,0
192.168.10.15,49765,74.121.138.148,80,GET,u3s.mathtag.com,adv=109364&uuid=1f275953-c428-4a00-9857-87b51dd1f206,0
192.168.10.15,50506,23.15.4.16,80,GET,combine.nflcdn.com,3.10.3&b=yui3%2F3.10.3%2Fbuild&ss=any&f=yui-throttle.js,0
192.168.10.15,50542,172.217.12.206,80,POST,clients1.google.com,,0
192.168.10.15,50544,34.196.134.13,80,GET,t.pswec.com,data=ZXZlbnQ9YnJvd3NlJnZpZXd0eXBlPXRva2VuJnZpZXdpZD1ORkwmY3VycmVudF91cmw9aHR0cCUzQSUyRiUyRnd3dy5uZmwuY29tJTJGJnJlZmVycmVyPSZicm93c2VyX3RzPTIwMTctMDctMDYlMjA5JTNBMTglM0EzNCZwc19wYWdlX2lkPTE0OTkzNDM1MTQzODAuOTI3NTIxMjA0Nzk3NTY5NQ==|13303|3.0&__psrw=c557bab2-6243-11e7-883c-22000b2108b8&__psrj=c557bab2-6243-11e7-883c-22000b2108b8&__psc=32e4c1141e&e=bt&node=NFL,0
192.168.10.15,50511,52.23.3.197,80,GET,nfl.demdex.net,d_nsid=0&d_ld=_ts%3D1499343514500&d_rtbd=json&d_jsonv=1&d_dst=1&d_cb=demdexRequestCallback_0_1499343514500&c_pageName=nfl%3Ahome%3Alanding&c_channel=home&c_server=nfl.com&c_events=event1&c_eVar2=nfl%3Ahome%3Alanding&c_eVar3=home&c_eVar4=adBlockDisbled&c_prop5=nfl%3Ahome%7Clanding&c_prop9=8%3A00AM&c_eVar9=8%3A00AM&c_prop10=Weekday&c_eVar10=Weekday&c_prop22=www.nfl.com&c_prop24=New&c_eVar24=desktop%20browser&c_eVar25=D%3Dc22&c_prop27=logged%20out&c_prop29=home&c_prop33=nfl&c_eVar33=nfl&c_prop36=na&c_prop47=25&c_prop50=D%3Dmid&c_prop52=nfl%3Ahome%3Alanding&c_prop53=13&c_eVar67=1440x860%401&c_eVar68=full&c_prop71=ATM%20-%20prodscode&c_prop72=http%3A%2F%2Fwww.nfl.com%2F&c_eVar75=D%3Dc36&c_hier1=nfl%3Ahome%7Clanding&c_contextData_visitorAPI=VisitorAPI%20Present&c_contextData_coreCodeVersion=prodscode%7Cv20160127%7CH.27.5%7C1.5%7CATM%20Container,0
192.168.10.15,50548,172.217.3.102,80,GET,ad.doubleclick.net,,0
192.168.10.15,50549,192.243.250.65,80,GET,metrics.nfl.com,AQB=1&ndh=1&t=6%2F6%2F2017%209%3A18%3A34%204%20180&mid=79269767106152838400487841373906518957&aid=2CAF14140507B0F6-40000105A0007DA3&aamlh=9&ce=UTF-8&ns=cbs&pageName=nfl%3Ahome%3Alanding&g=http%3A%2F%2Fwww.nfl.com%2F&c.&visitorAPI=VisitorAPI%20Present&coreCodeVersion=prodscode%7Cv20160127%7CH.27.5%7C1.5%7CATM%20Container&.c&ch=home&server=nfl.com&events=event1&aamb=NRX38WO0n5BH8Th-nqAG_A&v2=nfl%3Ahome%3Alanding&v3=home&v4=adBlockDisbled&c5=nfl%3Ahome%7Clanding&c9=8%3A00AM&v9=8%3A00AM&c10=Weekday&v10=Weekday&c22=www.nfl.com&c24=New&v24=desktop%20browser&v25=D%3Dc22&c27=logged%20out&c29=home&c33=nfl&v33=nfl&c36=na&c47=25&c50=D%3Dmid&c52=nfl%3Ahome%3Alanding&c53=13&v67=1440x860%401&v68=full&c71=ATM%20-%20prodscode&c72=http%3A%2F%2Fwww.nfl.com%2F&v75=D%3Dc36&h1=nfl%3Ahome%7Clanding&s=1440x900&c=24&j=1.8.5&v=N&k=Y&bw=1440&bh=791&AQE=1,0
192.168.10.15,50554,23.63.227.171,80,GET,b.scorecardresearch.com,c2=3005386&d.c=gif&d.o=cbsnfl&d.x=197227790&d.t=page&d.u=http%3A%2F%2Fwww.nfl.com%2F,0
192.168.10.15,50499,23.15.4.16,80,GET,combine.nflcdn.com,7.5hotfix%2F7.5.18&b=yui3%2Fstatic%2F7.5%2Fscripts%2Fmodules&ss=anyraw&f=font-nflicons-tmp.css,0
192.168.10.15,50500,23.15.4.11,80,GET,s.nflcdn.com,,0
192.168.10.15,50502,23.15.4.11,80,GET,s.nflcdn.com,,0
192.168.10.15,50507,23.15.4.11,80,GET,s.nflcdn.com,,0
192.168.10.15,50509,23.15.4.11,80,GET,s.nflcdn.com,,0
192.168.10.15,50518,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,50508,23.15.4.11,80,GET,s.nflcdn.com,,0
192.168.10.15,50503,23.15.4.16,80,GET,combine.nflcdn.com,"7.5hotfix%2F7.5.18&b=yui3%2Fstatic%2F7.5%2Fscripts&f=header-2012/header-base.js,header-2012/header-anim-plugins.js,header-2012/header-teams-links.js,header-2012/header-main-nav.js,header-2012/header-secondary-nav.js,header-2012/header-tertiary-content.js,header-2012/header-static-team-bar.js",0
192.168.10.15,50504,23.15.4.16,80,GET,combine.nflcdn.com,"7.5hotfix%2F7.5.18&b=yui3%2Fstatic%2F7.5%2Fscripts%2Fmodules&ss=anyraw&f=patch-3141-datatype-xml-parse.js,data-teams.js,shop-data.js",0
192.168.10.15,50556,151.101.0.249,80,GET,static.chartbeat.com,,0
192.168.10.15,49627,107.20.238.210,80,GET,ping.chartbeat.net,h=nfl.com&p=%2F&u=CX1MJ2CwquJoBft4rh&d=nfl.com&g=53820&g0=home&n=1&f=00001&c=0&x=0&m=0&y=791&o=1440&w=791&j=45&R=1&W=0&I=0&E=0&e=0&r=&b=2980&t=Dpup5XDtq7keMGa7d_txjFDZB2zw&V=92&z=t%3D3OJiqCOKZhWDhFUN2pIjHsC-6UT1%26E%3D0%26EE%3D0%26x%3D0%26c%3D2.06%26y%3D6741%26w%3D791&i=NFL.com%20-%20Official%20Site%20of%20the%20National%20Football%20League&tz=180&sn=1&EE=0&sv=NCX2-CT3uFEDuJkyF-lrEdNjvex&_,0
192.168.10.15,50498,23.15.4.16,80,GET,combine.nflcdn.com,"3.10.3&b=yui3%2F3.10.3%2Fbuild&ss=any&f=transition.js,anim-base.js,anim-color.js,anim-xy.js,anim-curve.js,anim-easing.js,anim-node-plugin.js,anim-scroll.js,plugin.js,querystring-stringify-simple.js,io-base.js,io-xdr.js,widget-htmlparser.js,widget-skin.js,widget-uievents.js,io-form.js,io-upload-iframe.js,queue-promote.js,io-queue.js",0
192.168.10.15,50505,23.15.4.16,80,GET,combine.nflcdn.com,7.5hotfix%2F7.5.18&b=yui3%2Fstatic%2F7.5%2Fscripts%2Fmodules&ss=anyraw&f=scorestrip-none.js,0
192.168.10.15,50518,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,50561,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,50562,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,50523,172.217.3.102,80,GET,fls.doubleclick.net,,0
192.168.10.15,50566,172.217.3.102,80,GET,1268402.fls.doubleclick.net,,0
192.168.10.15,50569,198.51.152.184,80,GET,audience.tapad.com,aud_id=1368,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,50572,52.26.183.201,80,GET,d.agkn.com,che=860830825&type=homep672,0
192.168.10.15,50573,52.26.183.201,80,GET,d.agkn.com,che=860830825&type=homep672,0
192.168.10.15,50564,23.15.4.17,80,GET,i.nflcdn.com,,0
192.168.10.15,50565,23.15.4.17,80,GET,i.nflcdn.com,,0
192.168.10.15,50564,23.15.4.17,80,GET,i.nflcdn.com,,0
192.168.10.15,50575,23.15.4.17,80,GET,i.nflcdn.com,,0
192.168.10.15,50576,23.15.4.17,80,GET,i.nflcdn.com,,0
192.168.10.15,50565,23.15.4.17,80,GET,i.nflcdn.com,,0
192.168.10.15,50577,23.15.4.17,80,GET,i.nflcdn.com,,0
192.168.10.15,50578,23.15.4.17,80,GET,i.nflcdn.com,,0
192.168.10.15,50535,72.247.71.166,80,GET,pixel.mathtag.com,mt_uuid=1f275953-c428-4a00-9857-87b51dd1f206&no_iframe=1&mt_adid=109364,0
192.168.10.15,50518,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,50561,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,50562,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,50564,23.15.4.17,80,GET,i.nflcdn.com,v=1,0
192.168.10.15,50497,23.192.74.53,80,GET,www.nfl.com,v=1,0
192.168.10.15,50510,23.15.4.11,80,GET,s.nflcdn.com,,0
192.168.10.15,50563,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,50576,23.15.4.17,80,GET,i.nflcdn.com,,0
192.168.10.15,50570,72.30.3.43,80,GET,ad.yieldmanager.com,id=1900948&t=2,0
192.168.10.15,50506,23.15.4.16,80,GET,combine.nflcdn.com,7.5hotfix%2F7.5.18&b=yui3%2Fstatic%2F7.5%2Fscripts%2Fmodules&ss=anyraw&f=skip-links/assets/skins/sam/skip-links.css,0
192.168.10.15,50583,38.126.130.202,80,GET,action.media6degrees.com,pixId=11998&pcv=62,0
192.168.10.15,50499,23.15.4.16,80,GET,combine.nflcdn.com,7.5hotfix%2F7.5.18&b=yui3%2Fstatic%2F7.5%2Fscripts%2Fmodules&ss=anyraw&f=skip-links.js,0
192.168.10.15,50584,54.236.250.25,80,GET,dpm.demdex.net,,0
192.168.10.15,50497,23.192.74.53,80,GET,www.nfl.com,,0
192.168.10.15,50503,23.15.4.16,80,GET,combine.nflcdn.com,"7.5hotfix%2F7.5.18&b=yui3%2Fstatic%2F7.5%2Fscripts%2Fmodules&ss=anyraw&f=dust.js,nfl-ranked-widget-plugin.js,nfl-lang.js,base-generate.js,datasource-randomize.js,datasource-get-multi.js,nfl-user-fantasy.js,user-meta.js,nfl-ranked-widget-frequencycap-plugin.js,dust-helpers.js,dust-helpers-nfl.js",0
192.168.10.15,50504,23.15.4.16,80,GET,combine.nflcdn.com,"3.10.3&b=yui3%2F3.10.3%2Fbuild&ss=any&f=json-stringify.js,datasource-local.js,datasource-get.js,datasource-polling.js,datasource-io.js,datasource-function.js,cache-base.js,datasource-cache.js,dataschema-base.js,dataschema-json.js,datasource-jsonschema.js,datatype-xml-format.js,dataschema-xml.js,datasource-xmlschema.js,dataschema-array.js,datasource-arrayschema.js,dataschema-text.js,datasource-textschema.js,jsonp.js,jsonp-url.js",0
192.168.10.15,50518,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,50561,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,50562,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,50498,23.15.4.16,80,GET,combine.nflcdn.com,3.10.3&b=yui3%2F3.10.3%2Fbuild&ss=any&f=widget-stack/assets/skins/sam/widget-stack.css,0
192.168.10.15,50505,23.15.4.16,80,GET,combine.nflcdn.com,"7.5hotfix%2F7.5.18&b=yui3%2Fstatic%2F7.5%2Fscripts%2Fmodules&ss=anyraw&f=modal-mask/assets/skins/sam/modal-mask.css,modal-login/assets/skins/sam/modal-login.css",0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
172.16.0.1,44392,192.168.10.50,80,POST,205.174.165.68,,0
172.16.0.1,44392,192.168.10.50,80,GET,205.174.165.68,,0
192.168.10.15,50497,23.192.74.53,80,GET,www.nfl.com,,0
192.168.10.15,50563,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,50518,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,50497,23.192.74.53,80,GET,www.nfl.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,50500,23.15.4.11,80,GET,s.nflcdn.com,,0
192.168.10.15,50509,23.15.4.11,80,GET,s.nflcdn.com,,0
192.168.10.15,50590,96.16.193.174,80,GET,feeds.nfl.com,,0
192.168.10.15,50506,23.15.4.16,80,GET,combine.nflcdn.com,"3.10.3&b=yui3%2F3.10.3%2Fbuild&ss=any&f=widget-position.js,widget-position-align.js,widget-stack.js",0
192.168.10.15,50499,23.15.4.16,80,GET,combine.nflcdn.com,"7.5hotfix%2F7.5.18&b=yui3%2Fstatic%2F7.5%2Fscripts%2Fmodules&ss=anyraw&f=modal-mask.js,widget-node-builder.js,modal-login.js,nfl-template-plugin.js,nfl-fantasy-myteams.js",0
192.168.10.15,50503,23.15.4.16,80,GET,combine.nflcdn.com,"7.5hotfix%2F7.5.18&b=yui3%2Fstatic%2F7.5%2Fscripts&f=header-2012/header-personalize-user-greet.js,header-2012/header-personalize-fantasy.js,header-2012/header-personalize-team.js,header-2012/header-personalize-fans.js",0
172.16.0.1,44392,192.168.10.50,80,GET,205.174.165.68,,0
172.16.0.1,44392,192.168.10.50,80,GET,205.174.165.68,,0
192.168.10.15,50502,23.15.4.11,80,GET,s.nflcdn.com,,0
192.168.10.15,50554,23.63.227.171,80,GET,b.scorecardresearch.com,c1=7&c2=13739933&c3=20121515121&ns__t=1499343519890&ns_c=UTF-8&cv=3.1&c8=NFL.com%20-%20Official%20Site%20of%20the%20National%20Football%20League&c7=http%3A%2F%2Fwww.nfl.com%2F&c9=,0
192.168.10.15,50497,23.192.74.53,80,GET,www.nfl.com,pollId=0_0_1498529351501&location=Homepage&random=1499343520042,0
192.168.10.15,50507,23.15.4.11,80,GET,s.nflcdn.com,,0
192.168.10.15,50508,23.15.4.11,80,GET,s.nflcdn.com,,0
192.168.10.15,50510,23.15.4.11,80,GET,s.nflcdn.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,50575,23.15.4.17,80,GET,i.nflcdn.com,,0
192.168.10.15,50599,216.58.217.132,80,GET,www.google.com,ebcid=ALh7CaSNYaQ8W4G9ophwjW71AHdgWwdDJklISnEo0j7-wHgx9VxewNenL92o0AwDXNBv1w5Mx7ENl-zuKIStrKCnX6WhsVJu0Q,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
172.16.0.1,44392,192.168.10.50,80,GET,205.174.165.68,,0
172.16.0.1,44392,192.168.10.50,80,GET,205.174.165.68,,0
192.168.10.15,50602,172.217.10.226,80,GET,googleads.g.doubleclick.net,id=wfocus&gqid=pSpeWZTQFJCRMY7uj8gG&qqid=CL7y5fHR9NQCFYlBDAodEU8L7w&bgload=1,0
172.16.0.1,44392,192.168.10.50,80,GET,205.174.165.68,,0
192.168.10.15,50601,192.73.240.46,80,GET,radar.cedexis.com,,0
192.168.10.15,50604,151.101.194.2,80,GET,trc.taboola.com,tim=09%3A18%3A41.824&data=%7B%22id%22%3A720%2C%22ii%22%3A%22_homepage_%22%2C%22it%22%3A%22home%22%2C%22sd%22%3A%22v2_18248ad9a4522d4561bd4d3b479d2c8d_9da2eaf5-526e-4b1b-b375-5303c368afe8-tuct57adac_1499342894_1499343396_CIi3jgYQ1Jg9GOqc0r7RKyAFKAM%22%2C%22ui%22%3A%229da2eaf5-526e-4b1b-b375-5303c368afe8-tuct57adac%22%2C%22uifp%22%3A%229da2eaf5-526e-4b1b-b375-5303c368afe8-tuct57adac%22%2C%22vi%22%3A1499343521800%2C%22cv%22%3A%22261-153-RELEASE%22%2C%22uiv%22%3A%22default%22%2C%22u%22%3A%22http%3A%2F%2Fwww.nfl.com%2F%22%2C%22r%22%3A%5B%7B%22li%22%3A%22rbox-h2m%22%2C%22s%22%3A6%2C%22uim%22%3A%22hybrid-thumbs-2r%3Aabp%3D0%22%2C%22uip%22%3A%22Below%20Article%20Thumbnails%22%2C%22orig_uip%22%3A%22Below%20Article%20Thumbnails%22%7D%5D%2C%22cb%22%3A%22TRC.callbacks.recommendations_1%22%2C%22lt%22%3A%22normal%22%7D&cache=1,0
192.168.10.15,50599,216.58.217.132,80,GET,www.google.com,ebcid=ALh7CaSNYaQ8W4G9ophwjW71AHdgWwdDJklISnEo0j7-wHgx9VxewNenL92o0AwDXNBv1w5Mx7ENl-zuKIStrKCnX6WhsVJu0Q,0
192.168.10.15,50595,151.101.130.2,80,GET,cdn.taboola.com,,0
192.168.10.15,50606,151.101.66.2,80,GET,cdn.taboolasyndication.com,,0
192.168.10.15,50607,151.101.130.2,80,GET,images.taboola.com,,0
192.168.10.15,50608,151.101.130.2,80,GET,images.taboola.com,,0
192.168.10.15,50609,151.101.130.2,80,GET,images.taboola.com,,0
192.168.10.15,50595,151.101.130.2,80,GET,cdn.taboola.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,50604,151.101.194.2,80,POST,trc.taboola.com,,0
192.168.10.15,50608,151.101.130.2,80,GET,images.taboola.com,,0
192.168.10.15,50607,151.101.130.2,80,GET,images.taboola.com,,0
192.168.10.15,50610,151.101.130.2,80,GET,images.taboola.com,,0
192.168.10.15,50613,192.73.240.78,80,GET,i2-qqtafsjixiumwicknplimfkdpwujdw.init.cedexis-radar.net,imagesok=1&n=1&p=1&r=1&t=1,0
192.168.10.15,50614,35.186.244.130,80,GET,rpt.cedexis.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.51,44135,172.217.6.206,80,POST,clients1.google.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.50,40106,91.189.88.161,80,GET,ca.archive.ubuntu.com,,0
192.168.10.50,40106,91.189.88.161,80,"GET,GET,GET,GET,GET,GET,GET,GET,GET","ca.archive.ubuntu.com,ca.archive.ubuntu.com,ca.archive.ubuntu.com,ca.archive.ubuntu.com,ca.archive.ubuntu.com,ca.archive.ubuntu.com,ca.archive.ubuntu.com,ca.archive.ubuntu.com,ca.archive.ubuntu.com",,0
192.168.10.15,50615,119.9.27.46,80,GET,p440.bench.cedexis-test.com,rnd=1-1-20770-0-0-440-2897397591-_CgJqMRAUGDEiBggBEKKiASjXjsvlCjDPwVs4p9X4ygVArYXrigFKFAgBEN8BGMF2IIOAgMAEKI-AgKAEUM3dlgVaEAgBECQYkPgBIAAosYKAoARgAGoTYnV0dG9uMi5zZWEuaHYucHJvZIIBEAgBECQYkPgBIAAosYKAoASIAc3dloUF,0
192.168.10.50,40106,91.189.88.161,80,GET,ca.archive.ubuntu.com,,0
192.168.10.15,50614,35.186.244.130,80,GET,rpt.cedexis.com,,0
192.168.10.15,50615,119.9.27.46,80,GET,p440.bench.cedexis-test.com,rnd=0-1-20770-0-0-440-2897397591-_CgJqMRAUGDEiBggBEKKiASjXjsvlCjDPwVs4p9X4ygVArYXrigFKFAgBEN8BGMF2IIOAgMAEKI-AgKAEUM3dlgVaEAgBECQYkPgBIAAosYKAoARgAGoTYnV0dG9uMi5zZWEuaHYucHJvZIIBEAgBECQYkPgBIAAosYKAoASIAc3dloUF,0
192.168.10.50,40106,91.189.88.161,80,GET,ca.archive.ubuntu.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,50614,35.186.244.130,80,GET,rpt.cedexis.com,,0
192.168.10.50,40106,91.189.88.161,80,GET,ca.archive.ubuntu.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.50,40106,91.189.88.161,80,GET,ca.archive.ubuntu.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.5,49570,65.52.108.153,80,POST,statsfe2.ws.microsoft.com,,0
192.168.10.5,49570,65.52.108.153,80,POST,statsfe2.ws.microsoft.com,,0
192.168.10.5,49570,65.52.108.153,80,POST,statsfe2.ws.microsoft.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,50604,151.101.194.2,80,GET,trc.taboola.com,ri=c4931d74619c473651119c8c8cec3409&sd=v2_18248ad9a4522d4561bd4d3b479d2c8d_9da2eaf5-526e-4b1b-b375-5303c368afe8-tuct57adac_1499342894_1499343526_CIi3jgYQ1Jg9GIiQ2r7RKyAGKAM&ui=9da2eaf5-526e-4b1b-b375-5303c368afe8-tuct57adac&pi=/&wi=-5388500077719687735&pt=home&vi=1499343521800&st=social-available&d=%7B%22data%22%3A%5B%7B%22i%22%3A%22w%22%2C%22tp%22%3A%22custom-link%22%2C%22nm%22%3A%22twitter%22%2C%22c%22%3A5%2C%22m%22%3A%22stp%22%7D%2C%7B%22i%22%3A%22ctx%22%2C%22ism%22%3Afalse%2C%22srx%22%3A1440%2C%22sry%22%3A900%2C%22pd%22%3Anull%2C%22tpl%22%3A%22%22%2C%22url%22%3A%22http%3A%2F%2Fwww.nfl.com%22%2C%22rref%22%3A%22%22%2C%22sref%22%3A%22%22%2C%22hdl%22%3A%22NFL.com%20-%20Official%20Site%20of%20the%20National%20Football%20League%22%2C%22sec%22%3A%22%22%2C%22aut%22%3A%5B%5D%2C%22img%22%3A%22http%3A%2F%2Fi.nflcdn.com%2Fstatic%2Fcontent%2Fpublic%2Fstatic%2Fimg%2Fshare%2Fshield.jpg%22%2C%22v%22%3A13%7D%5D%7D&tim=09%3A18%3A54.251&id=6105&llvl=1&cv=261-153-RELEASE&,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49627,107.20.238.210,80,GET,ping.chartbeat.net,h=nfl.com&p=%2F&u=CX1MJ2CwquJoBft4rh&d=nfl.com&g=53820&g0=home&n=1&f=00001&c=0.5&x=0&m=0&y=6722&o=1423&w=791&j=60&R=0&W=0&I=1&E=0&e=0&r=&b=2980&t=Dpup5XDtq7keMGa7d_txjFDZB2zw&V=92&tz=180&sn=2&EE=0&sv=NCX2-CT3uFEDuJkyF-lrEdNjvex&_,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.14,59420,184.50.238.241,80,GET,detectportal.firefox.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49910,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
172.16.0.1,44464,192.168.10.50,80,GET,205.174.165.68,,0
172.16.0.1,44464,192.168.10.50,80,GET,205.174.165.68,,0
172.16.0.1,44464,192.168.10.50,80,GET,205.174.165.68,,0
172.16.0.1,44464,192.168.10.50,80,GET,205.174.165.68,,0
172.16.0.1,44464,192.168.10.50,80,GET,205.174.165.68,,0
